x,y,truth,sensor_hq,sensor_mq,sensor_lq,agg_truth,pixel_hq,pixel_mq,pixel_lq
4346337.5,4087112.5,134.96868896484375,137.7912245318853,142.78559192031005,134.78964214418804,270.2799987792969,267.1675720214844,311.5506896972656,239.2464904785156
4347262.5,4089012.5,134.4369659423828,135.68361129018524,153.26776665605794,204.2440842620605,227.4427032470703,231.1383056640625,265.5809326171875,276.4811706542969
4351987.5,4093587.5,245.3500213623047,238.72583389874345,261.49004180722795,251.57833859058405,386.8229675292969,392.1793518066406,434.92279052734375,351.88629150390625
4355237.5,4094562.5,148.47918701171875,146.4302086580749,142.53202734889524,81.1444526304814,261.6330871582031,262.2392578125,284.3617858886719,258.89068603515625
4345537.5,4095662.5,368.2798767089844,355.32752095947774,410.98047542081423,255.41283616665757,307.0170288085937,318.6681213378906,308.4690856933594,189.25308227539065
4352912.5,4097662.5,323.7644348144531,321.31496722242,337.43054828638515,307.4177292814196,346.0910949707031,354.0340576171875,351.76934814453125,139.04974365234375
4342512.5,4095287.5,355.2446594238281,356.40969665256705,327.08900358494344,275.43200040508754,334.7726745605469,338.7879333496094,338.6091613769531,357.1334533691406
4353837.5,4096462.5,223.54473876953125,225.08349510194748,218.8591226033447,333.48621149009995,379.7350158691406,381.589599609375,319.32421875,410.83599853515625
4352287.5,4092237.5,134.05552673339844,136.80103216027325,117.98523429415852,169.6100327359967,386.8229675292969,392.1793518066406,434.92279052734375,351.88629150390625
4354187.5,4089987.5,56.09725189208984,58.96796413793479,52.32919058759177,74.88814172173049,306.490966796875,290.72467041015625,345.4787292480469,369.0600280761719
4347637.5,4087462.5,122.43174743652344,124.03673748389244,115.58005361222364,104.15037339182751,238.8840484619141,240.08132934570312,271.8160705566406,233.6705322265625
4353187.5,4096487.5,218.9250030517578,224.89514580603895,236.8202148335489,246.2792009701266,346.0910949707031,354.0340576171875,351.76934814453125,139.04974365234375
4345112.5,4085087.5,206.7394256591797,199.55643082466065,162.91738218562318,190.3071552951469,239.0446929931641,238.97071838378903,256.04620361328125,164.620361328125
4349837.5,4096687.5,231.0704498291016,231.0775487646691,226.5800188415283,258.5204631542928,387.3005676269531,381.6373596191406,322.7728271484375,559.941162109375
4346812.5,4094437.5,356.6167297363281,359.8155425436753,390.3673253567814,189.40204803021905,227.27169799804688,229.469970703125,216.12548828125,117.4131317138672
4354062.5,4096012.5,225.1065368652344,233.26707535605695,200.8546036166481,165.8112020087746,306.490966796875,290.72467041015625,345.4787292480469,369.0600280761719
4355012.5,4093562.5,156.74656677246094,156.63051700831747,143.18199465903442,64.0748721853984,261.6330871582031,262.2392578125,284.3617858886719,258.89068603515625
4347962.5,4098512.5,226.67916870117188,222.6687439210604,237.81204202314177,259.9325652666351,238.8840484619141,240.08132934570312,271.8160705566406,233.6705322265625
4349662.5,4097087.5,232.8417510986328,231.13222543100164,240.88343733994023,225.26883297507925,387.3005676269531,381.6373596191406,322.7728271484375,559.941162109375
4350987.5,4091837.5,130.86436462402344,125.64142043047744,114.28256442130208,199.2098128556018,418.5350646972656,423.2973327636719,401.34417724609375,470.5167541503906
4352212.5,4091512.5,83.04765319824219,84.17264152122104,91.27018718021658,76.36708970645309,386.8229675292969,392.1793518066406,434.92279052734375,351.88629150390625
4350437.5,4097462.5,393.5513000488281,398.9591895673748,425.6643117986106,175.81872439738444,443.4176025390625,433.3451232910156,422.0183410644531,586.74169921875
4348962.5,4091287.5,69.45829010009766,71.15428286401438,62.33059349487211,87.59455153372018,381.6365966796875,380.28802490234375,387.2457885742188,296.40777587890625
4352287.5,4088512.5,20.63608169555664,23.13241174458709,25.023392793764597,26.564786516713557,386.8229675292969,392.1793518066406,434.92279052734375,351.88629150390625
4343687.5,4086962.5,281.741943359375,290.30991835900903,293.6060655791188,194.6037350052481,358.2557983398437,367.86236572265625,356.6420288085937,477.4631042480469
4346012.5,4094562.5,344.90948486328125,356.02972578555244,330.5666267346361,228.82536130908267,288.7030639648437,286.3502197265625,251.7847442626953,233.013427734375
4348887.5,4087562.5,30.26198387145996,29.853270008313512,25.335272063504277,31.73115951618205,381.6365966796875,380.28802490234375,387.2457885742188,296.40777587890625
4353412.5,4091012.5,62.78995132446289,64.13225090149005,72.81313473469987,69.35615275279655,379.7350158691406,381.589599609375,319.32421875,410.83599853515625
4343712.5,4094962.5,237.68800354003903,240.07284618849224,230.54343355262188,172.2306618779034,358.2557983398437,367.86236572265625,356.6420288085937,477.4631042480469
4347837.5,4095237.5,166.4482421875,163.82148417402357,181.91943560951196,266.1442524217403,238.8840484619141,240.08132934570312,271.8160705566406,233.6705322265625
4349462.5,4088262.5,22.629642486572266,22.92263611367274,20.065887489025123,28.44336045374346,360.2504272460937,351.32940673828125,422.9720764160156,334.328369140625
4345862.5,4099012.5,284.046630859375,281.0240959158258,280.6841906456046,260.519659430565,288.7030639648437,286.3502197265625,251.7847442626953,233.013427734375
4344187.5,4092037.5,338.6738586425781,335.7571089631135,318.50558061764457,389.9798377416361,306.9895324707031,316.9093017578125,295.8344421386719,351.7964782714844
4350562.5,4086987.5,0.0557718090713024,-0.4897306953964403,4.983368735170155,1.5905605120485964,449.9760437011719,451.2066040039063,445.21337890625,345.3218078613281
4351862.5,4094162.5,236.82806396484372,244.1300893967144,198.86950859281467,282.18801258200483,423.7171020507813,411.7533874511719,450.4582214355469,659.5602416992188
4345312.5,4087112.5,203.21774291992188,205.04059469521383,215.47082817935956,102.82940444217908,307.0170288085937,318.6681213378906,308.4690856933594,189.25308227539065
4352987.5,4090812.5,72.8216552734375,71.74696492992786,65.47155009162498,38.91827836268539,346.0910949707031,354.0340576171875,351.76934814453125,139.04974365234375
4345837.5,4085637.5,272.8264465332031,275.5832899961685,274.2772794481527,251.04605287980837,288.7030639648437,286.3502197265625,251.7847442626953,233.013427734375
4348737.5,4093362.5,180.6161651611328,186.36175929317375,213.84321228897525,171.94556554100134,381.6365966796875,380.28802490234375,387.2457885742188,296.40777587890625
4350537.5,4089937.5,115.29035949707033,118.04866415323438,127.11112503772527,141.9263107336909,449.9760437011719,451.2066040039063,445.21337890625,345.3218078613281
4349387.5,4087837.5,32.290523529052734,34.45781722108029,27.854351957728124,20.5444058331165,360.2504272460937,351.32940673828125,422.9720764160156,334.328369140625
4349437.5,4092362.5,225.7144012451172,231.6638593100756,215.391917174332,162.00865724570843,360.2504272460937,351.32940673828125,422.9720764160156,334.328369140625
4345037.5,4089762.5,384.7677917480469,370.4505083176927,417.308327969629,313.04378196330856,239.0446929931641,238.97071838378903,256.04620361328125,164.620361328125
