,x,y,truth,sensor_hq,sensor_lq
0,0.5682102628285357,0.5594493116395494,0.4013071895424837,0.40326359679640444,0.28027164964813644
1,0.02753441802252816,0.7259073842302879,0.35424836601307186,0.359568647111133,0.39899689114436204
2,0.31539424280350437,0.9236545682102628,0.7764705882352941,0.7735857833748767,0.7120521964280879
3,0.47058823529411764,0.1101376720901126,0.47973856209150323,0.4687345369158453,0.8309534218637049
4,0.9036295369211514,0.7334167709637046,0.5581699346405229,0.5469925618915802,0.7660021735317009
5,0.609511889862328,0.1939924906132665,0.6915032679738562,0.7131473930364498,0.7708259235720882
6,0.886107634543179,0.8110137672090112,0.603921568627451,0.6084274488721406,0.6208875106205258
7,0.5919899874843555,0.26157697121401746,0.7150326797385621,0.7084819336218589,0.8727017219801899
8,0.09386733416770963,0.6182728410513141,0.36339869281045756,0.3846964046326766,0.3777724517943223
9,0.3992490613266583,0.7446808510638299,0.6862745098039216,0.6973527686090026,0.6035744732853157
10,0.9073842302878599,0.5732165206508135,0.5202614379084969,0.5220523696314556,0.42756435257345876
11,0.9336670838548186,0.4793491864831039,0.5699346405228758,0.5800822787973068,0.7490651835433003
12,0.5219023779724656,0.041301627033792254,0.5516339869281046,0.5628099850664898,0.5295644950664782
13,0.7434292866082604,0.7934918648310387,0.5006535947712418,0.5072513137963054,0.6251031296137569
14,0.5857321652065082,0.9386733416770964,0.7490196078431373,0.7359575094852701,0.8826223782119151
15,0.5707133917396746,0.36170212765957444,0.6901960784313725,0.7141739253342946,0.9302036347211119
16,0.7221526908635795,0.737171464330413,0.41045751633986927,0.40781470755580607,0.4082457183438041
17,0.3141426783479349,0.28285356695869834,0.40261437908496733,0.40874613160904133,0.7564240774148165
18,0.6858573216520651,0.9086357947434293,0.8052287581699347,0.8252836149610434,0.9107736350664385
19,0.10137672090112641,0.4893617021276596,0.4718954248366013,0.5058108130701517,0.2700813495807264
20,0.37922403003754696,0.5081351689612015,0.3647058823529412,0.3576199952131872,0.3237117436845991
21,0.5494367959949937,0.7021276595744681,0.5137254901960784,0.5057732538902413,0.5583471833346786
22,0.6683354192740927,0.5544430538172715,0.48496732026143785,0.5055913688357085,0.7631609944215707
23,0.7309136420525657,0.3291614518147684,0.8300653594771242,0.8385232902044828,0.875012307525586
24,0.8498122653316647,0.7847309136420526,0.5359477124183007,0.5529439246133756,0.47553011365981257
25,0.20775969962453067,0.37046307884856067,0.4130718954248366,0.4156170447773027,0.2597456595929364
26,0.006257822277847309,0.12390488110137665,0.0,0.0016200775280594826,0.10268534719944
27,0.2978723404255319,0.4042553191489362,0.3555555555555556,0.37421557317724913,0.24872753786950977
28,0.7496871088861077,0.03379224030037542,0.7241830065359478,0.7054576714253082,0.6617997857852065
29,0.3854818523153943,0.19649561952440553,0.4444444444444444,0.46870449202925807,0.6305680403903369
30,0.6846057571964956,0.5431789737171464,0.5176470588235293,0.5481942635823284,0.5176262519054964
31,0.3667083854818523,0.83729662077597,0.8326797385620915,0.8419359071643051,0.57155643324699
32,0.5018773466833542,0.5607008760951189,0.3437908496732026,0.3386127368477596,0.23660175003907444
33,0.6107634543178974,0.5819774718397998,0.38431372549019616,0.39033709472548866,0.28174451618624247
34,0.7709637046307886,0.9874843554443054,0.8326797385620915,0.8045994200431058,0.6319554793897992
35,0.057571964956195244,0.47058823529411764,0.4980392156862745,0.5028870054231631,0.6074464346261628
36,0.6295369211514393,0.49687108886107634,0.5725490196078431,0.6007361025063017,0.4559191652867385
37,0.9549436795994994,0.5006257822277846,0.5411764705882354,0.5691155838773715,0.38614573867634766
38,0.39173967459324155,0.3729662077596996,0.3437908496732026,0.355098213965924,0.517257963864832
39,0.36045056320400504,0.41551939924906134,0.35424836601307186,0.3665052166807641,0.49838894240824944
40,0.8760951188986233,0.12765957446808507,0.8300653594771242,0.8685313953377315,0.6517334794502492
41,0.20901126408010012,0.7309136420525657,0.5346405228758171,0.5318302445000632,0.747237400491003
42,0.7396745932415519,0.4618272841051314,0.8274509803921569,0.8600403363387006,0.6611328743866068
43,0.1702127659574468,0.11764705882352944,0.35816993464052294,0.38471333703858474,0.31079145151822374
44,0.951188986232791,0.39424280350438046,0.5751633986928104,0.5723902230291265,0.5586711281090986
45,0.9762202753441802,0.8473091364205256,0.8313725490196079,0.7998825816324068,0.6763606029380523
46,0.9249061326658323,0.44806007509386736,0.5777777777777777,0.6070438074842758,0.43297845045397787
47,0.02002503128911139,0.12265331664580725,0.0,0.015811508521437645,0.09889230132102966
48,0.36295369211514394,0.3166458072590739,0.3712418300653595,0.3820327164638557,0.2067268619756848
49,0.17647058823529413,0.2753441802252816,0.5267973856209149,0.5079058949855677,0.5655482833562857
50,0.6533166458072591,0.5594493116395494,0.4601307189542484,0.43227810786344406,0.6453388422997178
51,0.9361702127659575,0.6007509386733416,0.5071895424836601,0.5282905570079326,0.44072468112722174
52,0.8222778473091364,0.9574468085106383,0.8366013071895425,0.8441131507242089,0.6916321751433844
53,0.7709637046307886,0.7521902377972466,0.4248366013071896,0.45581087255575226,0.38176017422780817
54,0.737171464330413,0.17772215269086356,0.74640522875817,0.7536487125002727,0.9336078734098086
55,0.023779724655819776,0.1927409261576971,0.0013071895424836555,0.020083415170521146,0.05357577082493636
56,0.48435544430538174,0.24780976220275341,0.5411764705882354,0.5672062705055866,0.7628308073879579
