x,y,truth,sensor_hq,sensor_mq,sensor_lq,agg_truth,pixel_hq,pixel_mq,pixel_lq
4345412.5,4098012.5,267.1931457519531,273.9122790093426,285.5022007679977,243.2032341299693,307.0170288085937,318.6681213378906,308.4690856933594,189.25308227539065
4347887.5,4094387.5,213.88059997558597,211.3549071599317,211.98454992951375,200.1641463784672,238.8840484619141,240.08132934570312,271.8160705566406,233.6705322265625
4347362.5,4093637.5,268.85809326171875,271.56491445941845,239.48339100025984,222.84144993814195,227.4427032470703,231.1383056640625,265.5809326171875,276.4811706542969
4349987.5,4088012.5,12.34377670288086,13.362613430323728,14.211147512464144,18.224509681621093,387.3005676269531,381.6373596191406,322.7728271484375,559.941162109375
4350662.5,4092087.5,293.6963195800781,291.64684289420904,310.07133994582813,266.3302145520517,449.9760437011719,451.2066040039063,445.21337890625,345.3218078613281
4342362.5,4088237.5,320.2456359863281,323.26885936485223,260.81208443733067,292.57798934571167,334.7726745605469,338.7879333496094,338.6091613769531,357.1334533691406
4347237.5,4088312.5,145.1614227294922,143.2927256326634,141.35134705906597,95.33859781412218,227.4427032470703,231.1383056640625,265.5809326171875,276.4811706542969
4348362.5,4092687.5,177.6544647216797,181.96028615760784,176.10733378028348,291.4672891733178,317.5165100097656,313.7133483886719,318.55645751953125,319.41473388671875
4354012.5,4090662.5,69.06957244873047,67.9303706348281,75.42538130882595,82.6085822030715,306.490966796875,290.72467041015625,345.4787292480469,369.0600280761719
4350687.5,4090987.5,107.6172866821289,109.5314092750589,100.16579626129597,155.03566992619258,449.9760437011719,451.2066040039063,445.21337890625,345.3218078613281
4343762.5,4098362.5,311.9232482910156,317.9611544127338,292.96186640302733,339.3138038493694,306.9895324707031,316.9093017578125,295.8344421386719,351.7964782714844
4346262.5,4094312.5,353.9410705566406,350.8978869574296,297.65015711969744,237.83387927115325,270.2799987792969,267.1675720214844,311.5506896972656,239.2464904785156
4347762.5,4098762.5,219.36102294921875,220.6215617289637,206.73126958191423,183.53851434882043,238.8840484619141,240.08132934570312,271.8160705566406,233.6705322265625
4350112.5,4097237.5,316.0902099609375,314.3592638835626,377.41442739516384,441.37649971536354,443.4176025390625,433.3451232910156,422.0183410644531,586.74169921875
4355412.5,4096162.5,166.35824584960938,161.78698544778803,182.38809169958895,182.74462684739652,174.91827392578125,174.28419494628906,184.3554534912109,311.8254089355469
4343087.5,4095037.5,328.6113586425781,326.886771735986,345.077832278252,386.8363650300423,371.9593505859375,377.6243896484375,408.5221862792969,304.8529663085937
4345862.5,4091362.5,158.70791625976562,161.193325888929,174.41218363974772,201.68233404545325,288.7030639648437,286.3502197265625,251.7847442626953,233.013427734375
4353837.5,4091787.5,83.18132781982422,86.19199923722238,68.47619857237405,53.48099461048341,379.7350158691406,381.589599609375,319.32421875,410.83599853515625
4351487.5,4095112.5,217.5696563720703,223.13361252813425,184.63028866318652,166.30482106818528,423.7171020507813,411.7533874511719,450.4582214355469,659.5602416992188
4351837.5,4097887.5,359.4353332519531,362.52056974040886,414.1337834435412,398.4750098332662,423.7171020507813,411.7533874511719,450.4582214355469,659.5602416992188
4355962.5,4090062.5,23.0120792388916,23.3845671234769,22.835785467178976,7.4363297586232,156.7192840576172,158.6410675048828,161.7225799560547,269.0107116699219
4349987.5,4090212.5,86.99519348144531,88.80896328982031,82.3857350106688,77.46726545631152,387.3005676269531,381.6373596191406,322.7728271484375,559.941162109375
4354862.5,4093087.5,127.0575942993164,133.8369550316285,145.3203977308758,97.1525199605004,261.6330871582031,262.2392578125,284.3617858886719,258.89068603515625
4352337.5,4090637.5,72.44865417480469,71.90925264448191,84.5910343484889,47.80655557403248,386.8229675292969,392.1793518066406,434.92279052734375,351.88629150390625
4343812.5,4094537.5,250.51171875,252.15615193054623,229.5288530515408,188.10396547312223,306.9895324707031,316.9093017578125,295.8344421386719,351.7964782714844
4352012.5,4095112.5,200.81105041503903,203.6131460257295,203.93056863525632,92.75452234612207,386.8229675292969,392.1793518066406,434.92279052734375,351.88629150390625
4353012.5,4096412.5,218.97120666503903,219.39876219625185,197.671299165903,110.5948358518268,346.0910949707031,354.0340576171875,351.76934814453125,139.04974365234375
4346737.5,4091387.5,47.43778991699219,48.81638041200191,37.85347123575252,77.40081903453739,227.27169799804688,229.469970703125,216.12548828125,117.4131317138672
4344437.5,4096937.5,416.8594665527344,419.08847090193615,368.1339796625669,518.4500864678333,286.2887268066406,287.6746520996094,267.5277709960937,413.56060791015625
4342862.5,4097537.5,244.57693481445312,247.3395320617114,219.63683052900237,283.90108490103574,371.9593505859375,377.6243896484375,408.5221862792969,304.8529663085937
4346337.5,4092487.5,82.25563049316406,83.22498489120235,77.03238725862953,85.5379541987412,270.2799987792969,267.1675720214844,311.5506896972656,239.2464904785156
4351837.5,4098062.5,356.692626953125,360.1771110080249,349.00922923553543,553.5202824195701,423.7171020507813,411.7533874511719,450.4582214355469,659.5602416992188
4345237.5,4088112.5,267.9288024902344,267.2117735733338,299.36843466066574,412.7511916372512,307.0170288085937,318.6681213378906,308.4690856933594,189.25308227539065
4342637.5,4088837.5,316.1592712402344,328.1031488914631,360.4389491510176,294.360800171238,334.7726745605469,338.7879333496094,338.6091613769531,357.1334533691406
4352612.5,4092387.5,99.34375762939452,100.68051000102272,114.01599440771471,61.17331743200216,346.3593139648437,337.56951904296875,344.85845947265625,332.4734802246094
4353112.5,4093412.5,101.54753875732422,104.09518513533531,91.86346025998712,85.27222109510028,346.0910949707031,354.0340576171875,351.76934814453125,139.04974365234375
4346762.5,4094462.5,345.2591857910156,345.8220675687023,319.0184706622363,378.40537381373326,227.27169799804688,229.469970703125,216.12548828125,117.4131317138672
