,x,y,pixel_truth,pixel_hq,pixel_mq,pixel_lq
0,4342037.5,4085012.5,404.38525390625,408.9570617675781,397.89019775390625,329.82427978515625
1,4342178.914141414,4085012.5,403.33233642578125,395.5720520019531,426.5501403808594,298.86187744140625
2,4342320.328282828,4085012.5,399.7373352050781,413.64324951171875,370.2592468261719,80.13429260253906
3,4342461.742424242,4085012.5,399.10595703125,378.8880310058594,445.41021728515625,431.46990966796875
4,4342603.156565657,4085012.5,393.20184326171875,392.2272644042969,414.3768615722656,380.3350524902344
5,4342744.570707071,4085012.5,372.55084228515625,377.4698791503906,367.46319580078125,600.0883178710938
6,4342885.984848484,4085012.5,356.5990295410156,352.33819580078125,381.6395568847656,251.14598083496094
7,4343027.398989899,4085012.5,345.08673095703125,348.712158203125,304.2156677246094,352.0766296386719
8,4343168.813131313,4085012.5,347.15936279296875,344.2293395996094,349.25146484375,402.6561279296875
9,4343310.2272727275,4085012.5,342.050537109375,339.4267578125,368.3924255371094,487.23968505859375
10,4343451.641414141,4085012.5,328.3171081542969,330.9348449707031,362.416259765625,224.84422302246094
11,4343593.055555556,4085012.5,293.97222900390625,285.622314453125,272.6535949707031,309.90325927734375
12,4343734.46969697,4085012.5,254.00344848632812,255.4958038330078,222.6223602294922,261.9208984375
13,4343875.8838383835,4085012.5,232.36253356933594,230.69369506835938,230.7556915283203,224.37887573242188
14,4344017.297979798,4085012.5,223.8975067138672,232.1290283203125,260.6579284667969,351.3094787597656
15,4344158.712121212,4085012.5,211.90631103515625,209.6581573486328,199.6529998779297,190.24200439453125
16,4344300.126262627,4085012.5,206.912841796875,205.65708923339844,203.925048828125,151.2185821533203
17,4344441.54040404,4085012.5,204.20132446289062,202.84754943847656,188.15220642089844,95.09185028076172
18,4344582.954545454,4085012.5,187.28768920898438,191.8228302001953,159.628173828125,134.29425048828125
19,4344724.368686869,4085012.5,161.0631561279297,161.27835083007812,176.48023986816406,161.6529541015625
20,4344865.782828283,4085012.5,152.9983367919922,157.8714141845703,169.24838256835938,118.9844970703125
21,4345007.196969697,4085012.5,168.2665557861328,165.4248504638672,183.0383758544922,186.88650512695312
22,4345148.611111111,4085012.5,219.21353149414062,216.04714965820312,265.3982238769531,221.42095947265625
23,4345290.025252526,4085012.5,265.54595947265625,256.65313720703125,266.9720458984375,291.98223876953125
24,4345431.439393939,4085012.5,292.7301330566406,291.97308349609375,313.6305236816406,282.8872985839844
25,4345572.853535353,4085012.5,320.2445068359375,329.82415771484375,310.2781982421875,387.8437805175781
26,4345714.267676768,4085012.5,339.19140625,331.13629150390625,263.8406677246094,299.65362548828125
27,4345855.681818182,4085012.5,330.71429443359375,328.2037658691406,300.2920227050781,449.5570373535156
28,4345997.095959596,4085012.5,324.1811828613281,315.5734558105469,300.1656188964844,439.9967041015625
29,4346138.51010101,4085012.5,305.651611328125,302.9189147949219,294.4087829589844,291.2137145996094
30,4346279.924242424,4085012.5,265.86962890625,268.13861083984375,259.1673583984375,239.52017211914062
31,4346421.338383839,4085012.5,203.57627868652344,203.87623596191406,204.42453002929688,266.35150146484375
32,4346562.752525252,4085012.5,138.92990112304688,137.2876434326172,144.5502471923828,93.288330078125
33,4346704.166666667,4085012.5,98.90043640136719,99.07949829101562,104.56452178955078,92.85799407958984
34,4346845.580808081,4085012.5,70.33302307128906,71.61882019042969,73.99825286865234,50.41026306152344
