x,y,truth,sensor_hq,sensor_lq,agg_truth,pixel_hq,pixel_lq
0.5682102628285357,0.5594493116395494,0.4013071895424837,0.40326359679640444,0.28027164964813644,0.40120890736579895,0.4360312223434448,0.25544458627700806
0.02753441802252816,0.7259073842302879,0.35424836601307186,0.359568647111133,0.39899689114436204,0.3665326237678528,0.4156070351600647,0.49751949310302734
0.31539424280350437,0.9236545682102628,0.7764705882352941,0.7735857833748767,0.7120521964280879,0.806829571723938,0.8811603784561157,0.6936724185943604
0.47058823529411764,0.1101376720901126,0.47973856209150323,0.4687345369158453,0.8309534218637049,0.46581774950027466,0.5193306803703308,0.8371985554695129
0.9036295369211514,0.7334167709637046,0.5581699346405229,0.5469925618915802,0.7660021735317009,0.5549057722091675,0.5799281001091003,0.912326991558075
0.609511889862328,0.1939924906132665,0.6915032679738562,0.7131473930364498,0.7708259235720882,0.6629416942596436,0.7146505117416382,0.5206879377365112
0.886107634543179,0.8110137672090112,0.603921568627451,0.6084274488721406,0.6208875106205258,0.6075801849365234,0.6733028888702393,0.6217936873435974
0.5919899874843555,0.26157697121401746,0.7150326797385621,0.7084819336218589,0.8727017219801899,0.6943908333778381,0.7406466603279114,0.14303648471832275
0.09386733416770963,0.6182728410513141,0.36339869281045756,0.3846964046326766,0.3777724517943223,0.36754110455513,0.41577157378196716,0.42134973406791687
0.3992490613266583,0.7446808510638299,0.6862745098039216,0.6973527686090026,0.6035744732853157,0.7273347973823547,0.7686700224876404,0.4148416519165039
0.9073842302878599,0.5732165206508135,0.5202614379084969,0.5220523696314556,0.42756435257345876,0.5119166374206543,0.560239851474762,0.6811299324035645
0.9336670838548186,0.4793491864831039,0.5699346405228758,0.5800822787973068,0.7490651835433003,0.5638952851295471,0.5714946985244751,0.4298270642757416
0.5219023779724656,0.041301627033792254,0.5516339869281046,0.5628099850664898,0.5295644950664782,0.5534121990203857,0.6173306703567505,0.59718918800354
0.7434292866082604,0.7934918648310387,0.5006535947712418,0.5072513137963054,0.6251031296137569,0.5169934630393982,0.5578926801681519,0.6201232075691223
0.5857321652065082,0.9386733416770964,0.7490196078431373,0.7359575094852701,0.8826223782119151,0.724157452583313,0.7505449652671814,0.8882285356521606
0.5707133917396746,0.36170212765957444,0.6901960784313725,0.7141739253342946,0.9302036347211119,0.7014169692993164,0.7367162108421326,1.323805809020996
0.7221526908635795,0.737171464330413,0.41045751633986927,0.40781470755580607,0.4082457183438041,0.4189172387123108,0.4688653349876404,0.633827805519104
0.3141426783479349,0.28285356695869834,0.40261437908496733,0.40874613160904133,0.7564240774148165,0.3962635397911072,0.4631994962692261,0.5325393676757812
0.6858573216520651,0.9086357947434293,0.8052287581699347,0.8252836149610434,0.9107736350664385,0.7921096086502075,0.8232089877128601,0.7853747606277466
0.10137672090112641,0.4893617021276596,0.4718954248366013,0.5058108130701517,0.2700813495807264,0.4924083352088928,0.5301333069801331,0.8719775676727295
0.37922403003754696,0.5081351689612015,0.3647058823529412,0.3576199952131872,0.3237117436845991,0.36093878746032715,0.42089247703552246,0.5828520655632019
0.5494367959949937,0.7021276595744681,0.5137254901960784,0.5057732538902413,0.5583471833346786,0.5195925235748291,0.5865015387535095,0.5226619243621826
0.6683354192740927,0.5544430538172715,0.48496732026143785,0.5055913688357085,0.7631609944215707,0.47871220111846924,0.5321205854415894,0.43328461050987244
0.7309136420525657,0.3291614518147684,0.8300653594771242,0.8385232902044828,0.875012307525586,0.8300270438194275,0.8822477459907532,1.2091021537780762
0.8498122653316647,0.7847309136420526,0.5359477124183007,0.5529439246133756,0.47553011365981257,0.5390855073928833,0.5937027931213379,0.5731162428855896
