x,y,truth,sensor_hq,sensor_lq,agg_truth,pixel_hq,pixel_lq
0.08760951188986232,0.8498122653316645,0.6222222222222222,0.6274086966500958,0.5432047351635798,0.6169998645782471,0.6911042332649231,0.9460496306419373
0.804755944931164,0.22778473091364204,0.5986928104575164,0.6085445467540442,0.5603513473220745,0.6381484866142273,0.6676396131515503,0.7539191842079163
0.18898623279098875,0.07008760951188986,0.30065359477124176,0.31763018426175577,0.3925156281926555,0.383256733417511,0.42355912923812866,0.35193932056427
0.5043804755944932,0.03254067584480602,0.5411764705882354,0.5511143788352965,0.6232477252988546,0.5339294672012329,0.5979081392288208,0.5015124082565308
0.932415519399249,0.1364205256570713,0.6849673202614379,0.6964978432885333,0.6222669095052976,0.7445195317268372,0.7747524380683899,0.7477766871452332
0.8385481852315394,0.47183979974968715,0.4993464052287582,0.49240488759653106,0.23826536581477026,0.533028244972229,0.5929831862449646,0.6015020608901978
0.6433041301627034,0.9474342928660826,0.7542483660130719,0.7646186527285422,0.8351379542350132,0.7383463382720947,0.8076766729354858,0.6695343255996704
0.43429286608260326,0.8923654568210263,0.8300653594771242,0.8322826657433922,0.9282994430796809,0.8292151689529419,0.940535306930542,0.5494822263717651
0.36295369211514394,0.36045056320400504,0.3411764705882353,0.35751859970484445,0.4708463716847328,0.34487465023994446,0.37617871165275574,0.44038528203964233
0.13016270337922403,0.8798498122653317,0.5450980392156863,0.5452827811696239,0.6036482468787515,0.5422181487083435,0.5851885080337524,0.4529217481613159
0.9011264080100125,0.7496871088861077,0.5660130718954248,0.5649314697833828,0.4612555377747425,0.5691061615943909,0.6545870304107666,0.44259113073349
0.4042553191489362,0.7334167709637046,0.6718954248366014,0.6731977256298489,0.6922093379486665,0.7022454738616943,0.7465826272964478,1.1335387229919434
0.6658322903629537,0.9899874843554443,0.742483660130719,0.761257419578905,0.7340492598167729,0.7660751342773438,0.8087748885154724,0.49305832386016846
0.327909887359199,0.3729662077596996,0.3202614379084968,0.313648181154991,0.2964964501479285,0.3504340350627899,0.38222360610961914,0.535362958908081
0.6958698372966208,0.5031289111389237,0.6954248366013072,0.6615695669064374,0.7678147912487294,0.6609847545623779,0.7290725708007812,0.6957014799118042
0.5594493116395495,0.23654568210262827,0.5660130718954248,0.5648325602832356,0.6608620243035622,0.5883769989013672,0.6384090185165405,0.5094727277755737
0.2428035043804756,0.36545682102628285,0.4339869281045752,0.4318197404754862,0.5351571488612736,0.4235740900039673,0.45551231503486633,0.3258261978626251
0.9486858573216521,0.5031289111389237,0.542483660130719,0.5766166117975952,0.4759208428481959,0.5322635769844055,0.5732998847961426,0.6067869067192078
0.23153942428035043,0.734668335419274,0.5398692810457517,0.5701987799848417,0.5560653420406868,0.5417100787162781,0.5837582945823669,0.5732864737510681
0.18022528160200252,0.6020025031289111,0.34248366013071896,0.34160600916574035,0.5094007690195286,0.3468022346496582,0.40364235639572144,0.6246909499168396
0.4856070087609512,0.1914893617021276,0.5215686274509805,0.5233969202651245,0.5386190010678991,0.5099303126335144,0.5708181858062744,0.5639549493789673
0.9123904881101377,0.704630788485607,0.5202614379084969,0.5081957320942071,0.8712469515106658,0.5309627652168274,0.5907297730445862,0.6011235117912292
0.937421777221527,0.3254067584480601,0.5895424836601306,0.576174895336626,0.6916522107785463,0.586361289024353,0.6236034631729126,0.8513641953468323
0.5644555694618273,0.11514392991239042,0.5725490196078431,0.5855025721175334,0.8245032905903296,0.5558223724365234,0.5882090926170349,0.6375142931938171
0.13016270337922403,0.2903629536921152,0.5620915032679739,0.5590819550149398,0.8751931615919711,0.5578405857086182,0.592045247554779,0.7910927534103394
0.06508135168961202,0.9949937421777222,0.5137254901960784,0.5200732616440907,0.5118981555174327,0.5337443947792053,0.5727415680885315,0.6348629593849182
0.3191489361702128,0.10262828535669588,0.48888888888888893,0.49054356265429305,0.5175835843960959,0.478774756193161,0.5286960005760193,0.3497844636440277
0.21902377972465584,0.5419274092615769,0.338562091503268,0.3295867324139327,0.4082039686514692,0.3541143238544464,0.4093339741230011,0.45671600103378296
0.13016270337922403,0.20150187734668334,0.38169934640522885,0.39405582350460955,0.28476775616432465,0.39583078026771545,0.4512806534767151,0.291875422000885
0.7847309136420526,0.8823529411764706,0.7045751633986927,0.7086211671677043,0.4811681902167437,0.6604294180870056,0.690518856048584,0.9850232601165771
0.3566958698372966,0.8085106382978724,0.8339869281045752,0.8891688072711377,0.9644930952550542,0.8258335590362549,0.9041939377784729,0.8353180885314941
0.14643304130162704,0.30913642052565704,0.5385620915032681,0.5742313066362945,0.41642788433518113,0.5465013980865479,0.6099691987037659,0.8323326110839844
0.6933667083854819,0.0012515644555693983,0.6535947712418302,0.6515462190419357,0.8528713770021593,0.6796338558197021,0.734196126461029,0.6199311017990112
0.8798498122653317,0.8435544430538173,0.5895424836601306,0.6244332152960326,0.7855450076846724,0.6060712933540344,0.621659517288208,0.38461560010910034
0.5556946182728411,0.5168961201501877,0.3647058823529412,0.3794357664795121,0.2808888250561728,0.37775352597236633,0.4312644600868225,0.32279086112976074
0.03128911138923655,0.7459324155193993,0.38692810457516347,0.4090877465888474,0.5767163852406403,0.39175093173980713,0.44638770818710327,0.4756614863872528
0.9136420525657072,0.20650813516896116,0.7163398692810458,0.7359290482350366,0.48486919941491874,0.7303040623664856,0.7749276161193848,0.5611298084259033
0.22903629536921152,0.36795994993742176,0.4300653594771242,0.4662700508955103,0.5798245182510642,0.4299657940864563,0.4845747947692871,0.6536405682563782
0.09386733416770963,0.3241551939924906,0.5764705882352941,0.5718840904819372,0.7024807713636346,0.5355047583580017,0.5883908271789551,0.5359064936637878
0.9662077596996246,0.7133917396745932,0.603921568627451,0.6100701789916818,0.567799094663607,0.6163360476493835,0.6549118757247925,0.6919288039207458
0.2327909887359199,0.25907384230287855,0.43137254901960786,0.4648172966803452,0.5799933089377096,0.44232919812202454,0.4849759042263031,0.4935854375362396
0.18773466833541927,0.5394242803504381,0.3594771241830065,0.35682686104420674,0.4856707710365215,0.3703163266181946,0.41337019205093384,0.6225616931915283
0.9073842302878599,0.33416770963704634,0.6679738562091504,0.6894521614425171,0.6505229473520332,0.6473792195320129,0.6960744857788086,0.3498230278491974
0.44806007509386736,0.9486858573216521,0.8313725490196079,0.8393120372017921,0.7537785468906061,0.8296121954917908,0.8837300539016724,1.0525646209716797
0.1376720901126408,0.9249061326658323,0.5320261437908498,0.5479466168771222,0.47211062614159527,0.5177630186080933,0.567997932434082,0.4829646646976471
0.9586983729662077,0.7021276595744681,0.5816993464052287,0.5959550081899222,0.6915820734067947,0.5848549604415894,0.6389391422271729,0.5552918314933777
0.31539424280350437,0.14518147684605753,0.43137254901960786,0.42637014001249285,0.4864793547147568,0.4587101936340332,0.5224742293357849,0.6411058902740479
0.26032540675844806,0.8385481852315394,0.6352941176470588,0.6452482930836559,0.5501268476411956,0.6386169791221619,0.6822613477706909,0.6209788918495178
0.5281602002503129,0.357947434292866,0.5346405228758171,0.5635653393334148,0.5096563541689667,0.5398399233818054,0.5823960304260254,0.7274287939071655
0.47058823529411764,0.5306633291614518,0.3790849673202614,0.39337111257327273,0.5340924762093089,0.34688010811805725,0.39347872138023376,0.5248002409934998
0.6483103879849812,0.6145181476846058,0.38169934640522885,0.3917329605476724,0.5408358658850982,0.3826759159564972,0.424614280462265,0.35041719675064087
0.7622027534418023,0.5556946182728411,0.6601307189542485,0.6547047224532682,0.9910369411714524,0.6611864566802979,0.6933388113975525,0.5975840091705322
0.6170212765957447,0.39299123904881095,0.6849673202614379,0.6842054397941558,0.8819927279735443,0.6906441450119019,0.740557074546814,0.42791908979415894
0.9824780976220275,0.3504380475594493,0.5189542483660132,0.5318951308954777,0.4456563553352359,0.5273743867874146,0.5739995837211609,0.390303373336792
0.07509386733416772,0.2428035043804756,0.0013071895424836555,-0.0036321019062221242,-0.004000076942923517,0.09971022605895996,0.1544950306415558,0.09464647620916367
0.1251564455569462,0.22528160200250313,0.3921568627450981,0.40685382009385584,0.3749523047392222,0.40169909596443176,0.4624785780906677,0.6260572671890259
0.8085106382978724,0.2903629536921152,0.5986928104575164,0.6071211248139745,0.5054494425681925,0.6331137418746948,0.6713762879371643,0.4927290081977844
0.60450563204005,0.8335419274092616,0.6627450980392158,0.6739590450651493,0.8320222523575028,0.6360740661621094,0.7177963256835938,0.5277584195137024
0.3617021276595745,0.2190237797246558,0.4418300653594771,0.47340862464187056,0.48298255526674255,0.4281964898109436,0.4827328622341156,0.34859156608581543
0.7171464330413017,0.17146433041301623,0.8143790849673203,0.8043377746429522,0.8861152027872682,0.7947597503662109,0.8612871766090393,1.0062669515609741
0.6270337922403004,0.9148936170212766,0.649673202614379,0.6524899692450381,0.6201524478472007,0.6530113816261292,0.7355148792266846,0.4314061105251312
0.8335419274092616,0.3229036295369211,0.6169934640522876,0.6287795011174797,0.18089752685725918,0.6371400356292725,0.7050735950469971,0.9182695746421814
0.8448060075093867,0.18397997496871088,0.7607843137254903,0.7790479458966248,0.7814119448719568,0.7721737027168274,0.8160333037376404,0.6275444626808167
0.6207759699624531,0.43929912390488113,0.669281045751634,0.6883053759032107,0.6612450278007233,0.6580116152763367,0.740185558795929,0.9209769368171692
0.3967459324155194,0.37046307884856067,0.3568627450980393,0.3681476036789982,0.5271511231007522,0.35183823108673096,0.378188818693161,0.43947407603263855
