,x,y,truth,sensor_hq,sensor_lq
0,0.08760951188986232,0.8498122653316645,0.6222222222222222,0.6274086966500958,0.5432047351635798
1,0.804755944931164,0.22778473091364204,0.5986928104575164,0.6085445467540442,0.5603513473220745
2,0.18898623279098875,0.07008760951188986,0.30065359477124176,0.31763018426175577,0.3925156281926555
3,0.5043804755944932,0.03254067584480602,0.5411764705882354,0.5511143788352965,0.6232477252988546
4,0.932415519399249,0.1364205256570713,0.6849673202614379,0.6964978432885333,0.6222669095052976
5,0.8385481852315394,0.47183979974968715,0.4993464052287582,0.49240488759653106,0.23826536581477026
6,0.6433041301627034,0.9474342928660826,0.7542483660130719,0.7646186527285422,0.8351379542350132
7,0.43429286608260326,0.8923654568210263,0.8300653594771242,0.8322826657433922,0.9282994430796809
8,0.36295369211514394,0.36045056320400504,0.3411764705882353,0.35751859970484445,0.4708463716847328
9,0.13016270337922403,0.8798498122653317,0.5450980392156863,0.5452827811696239,0.6036482468787515
10,0.9011264080100125,0.7496871088861077,0.5660130718954248,0.5649314697833828,0.4612555377747425
11,0.4042553191489362,0.7334167709637046,0.6718954248366014,0.6731977256298489,0.6922093379486665
12,0.6658322903629537,0.9899874843554443,0.742483660130719,0.761257419578905,0.7340492598167729
13,0.327909887359199,0.3729662077596996,0.3202614379084968,0.313648181154991,0.2964964501479285
14,0.6958698372966208,0.5031289111389237,0.6954248366013072,0.6615695669064374,0.7678147912487294
15,0.5594493116395495,0.23654568210262827,0.5660130718954248,0.5648325602832356,0.6608620243035622
16,0.2428035043804756,0.36545682102628285,0.4339869281045752,0.4318197404754862,0.5351571488612736
17,0.9486858573216521,0.5031289111389237,0.542483660130719,0.5766166117975952,0.4759208428481959
18,0.23153942428035043,0.734668335419274,0.5398692810457517,0.5701987799848417,0.5560653420406868
19,0.18022528160200252,0.6020025031289111,0.34248366013071896,0.34160600916574035,0.5094007690195286
20,0.4856070087609512,0.1914893617021276,0.5215686274509805,0.5233969202651245,0.5386190010678991
21,0.9123904881101377,0.704630788485607,0.5202614379084969,0.5081957320942071,0.8712469515106658
22,0.937421777221527,0.3254067584480601,0.5895424836601306,0.576174895336626,0.6916522107785463
23,0.5644555694618273,0.11514392991239042,0.5725490196078431,0.5855025721175334,0.8245032905903296
24,0.13016270337922403,0.2903629536921152,0.5620915032679739,0.5590819550149398,0.8751931615919711
25,0.06508135168961202,0.9949937421777222,0.5137254901960784,0.5200732616440907,0.5118981555174327
26,0.3191489361702128,0.10262828535669588,0.48888888888888893,0.49054356265429305,0.5175835843960959
27,0.21902377972465584,0.5419274092615769,0.338562091503268,0.3295867324139327,0.4082039686514692
28,0.13016270337922403,0.20150187734668334,0.38169934640522885,0.39405582350460955,0.28476775616432465
29,0.7847309136420526,0.8823529411764706,0.7045751633986927,0.7086211671677043,0.4811681902167437
30,0.3566958698372966,0.8085106382978724,0.8339869281045752,0.8891688072711377,0.9644930952550542
31,0.14643304130162704,0.30913642052565704,0.5385620915032681,0.5742313066362945,0.41642788433518113
32,0.6933667083854819,0.0012515644555693983,0.6535947712418302,0.6515462190419357,0.8528713770021593
33,0.8798498122653317,0.8435544430538173,0.5895424836601306,0.6244332152960326,0.7855450076846724
34,0.5556946182728411,0.5168961201501877,0.3647058823529412,0.3794357664795121,0.2808888250561728
35,0.03128911138923655,0.7459324155193993,0.38692810457516347,0.4090877465888474,0.5767163852406403
36,0.9136420525657072,0.20650813516896116,0.7163398692810458,0.7359290482350366,0.48486919941491874
37,0.22903629536921152,0.36795994993742176,0.4300653594771242,0.4662700508955103,0.5798245182510642
38,0.09386733416770963,0.3241551939924906,0.5764705882352941,0.5718840904819372,0.7024807713636346
39,0.9662077596996246,0.7133917396745932,0.603921568627451,0.6100701789916818,0.567799094663607
40,0.2327909887359199,0.25907384230287855,0.43137254901960786,0.4648172966803452,0.5799933089377096
41,0.18773466833541927,0.5394242803504381,0.3594771241830065,0.35682686104420674,0.4856707710365215
42,0.9073842302878599,0.33416770963704634,0.6679738562091504,0.6894521614425171,0.6505229473520332
43,0.44806007509386736,0.9486858573216521,0.8313725490196079,0.8393120372017921,0.7537785468906061
44,0.1376720901126408,0.9249061326658323,0.5320261437908498,0.5479466168771222,0.47211062614159527
45,0.9586983729662077,0.7021276595744681,0.5816993464052287,0.5959550081899222,0.6915820734067947
46,0.31539424280350437,0.14518147684605753,0.43137254901960786,0.42637014001249285,0.4864793547147568
47,0.26032540675844806,0.8385481852315394,0.6352941176470588,0.6452482930836559,0.5501268476411956
48,0.5281602002503129,0.357947434292866,0.5346405228758171,0.5635653393334148,0.5096563541689667
49,0.47058823529411764,0.5306633291614518,0.3790849673202614,0.39337111257327273,0.5340924762093089
50,0.6483103879849812,0.6145181476846058,0.38169934640522885,0.3917329605476724,0.5408358658850982
51,0.7622027534418023,0.5556946182728411,0.6601307189542485,0.6547047224532682,0.9910369411714524
52,0.6170212765957447,0.39299123904881095,0.6849673202614379,0.6842054397941558,0.8819927279735443
53,0.9824780976220275,0.3504380475594493,0.5189542483660132,0.5318951308954777,0.4456563553352359
